#OTUID	taxonomy
ASV1057	k__;p__;c__;o__;f__;g__;s__
ASV1058	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1059	k__Fungi;p__Ascomycota
ASV1060	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia diffluens
ASV1061	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta
ASV1062	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Mycocaliciales;f__Mycocaliciaceae;g__Mycocalicium;s__Mycocalicium victoriae
ASV1063	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria alternata
ASV1064	k__;p__;c__;o__;f__;g__;s__
ASV1065	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae
ASV1066	k__;p__;c__;o__;f__;g__;s__
ASV1067	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV1068	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae
ASV1069	k__Fungi;p__Ascomycota
ASV1070	k__;p__;c__;o__;f__;g__;s__
ASV1072	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pseudotricharina
ASV1073	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ASV1074	k__;p__;c__;o__;f__;g__;s__
ASV1075	k__;p__;c__;o__;f__;g__;s__
ASV1076	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV1077	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1078	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Orbilia
ASV1079	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Mycocentrospora
ASV1080	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Comoclathris
ASV1081	k__Fungi;p__Blastocladiomycota;c__Blastocladiomycetes;o__Blastocladiales
ASV1082	k__;p__;c__;o__;f__;g__;s__
ASV1083	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1084	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1085	k__;p__;c__;o__;f__;g__;s__
ASV1086	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae
ASV1087	k__;p__;c__;o__;f__;g__;s__
ASV1088	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Rickenellaceae;g__Peniophorella;s__Peniophorella pubera
ASV1089	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV1090	k__;p__;c__;o__;f__;g__;s__
ASV1092	k__;p__;c__;o__;f__;g__;s__
ASV1093	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV1094	k__Fungi;p__Ascomycota
ASV1095	k__;p__;c__;o__;f__;g__;s__
ASV1096	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Caliciaceae;g__Buellia
ASV1097	k__;p__;c__;o__;f__;g__;s__
ASV1098	k__Fungi;p__Ascomycota
ASV1099	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV1100	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pseudotricharina
ASV1101	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV1103	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Proteales;f__Platanaceae;g__Platanus;s__Platanus wrightii
ASV1104	k__;p__;c__;o__;f__;g__;s__
ASV1105	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Tyrannosorus;s__Tyrannosorus lichenicola
ASV1106	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia
ASV1107	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV1108	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidales;f__Kirschsteiniotheliaceae;g__Taeniolella;s__Taeniolella platani
ASV1109	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV1110	k__;p__;c__;o__;f__;g__;s__
ASV1111	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae
ASV1112	k__;p__;c__;o__;f__;g__;s__
ASV1113	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV1114	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1115	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV1116	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta
ASV1117	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV1118	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria infectoria
ASV1119	k__;p__;c__;o__;f__;g__;s__
ASV1120	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV1121	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Macroventuria;s__Macroventuria wentii
ASV1122	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
ASV1123	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia tsudae
ASV1124	k__;p__;c__;o__;f__;g__;s__
ASV1125	k__;p__;c__;o__;f__;g__;s__
ASV1126	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Yamadazyma;s__Yamadazyma mexicana
ASV1127	k__;p__;c__;o__;f__;g__;s__
ASV1128	k__Fungi;p__Ascomycota;c__Lichinomycetes;o__Lichinales;f__Peltulaceae;g__Peltula;s__Peltula radicata
ASV1129	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae;g__Acarospora
ASV1130	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium pulvericola
ASV1131	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia
ASV1132	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
ASV1133	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Neofusicoccum;s__Neofusicoccum australe
ASV1134	k__;p__;c__;o__;f__;g__;s__
ASV1135	k__Fungi;p__Basidiomycota
ASV1136	k__;p__;c__;o__;f__;g__;s__
ASV1137	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae
ASV1138	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma halophilum
ASV1139	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV1140	k__Fungi;p__Ascomycota;c__Dothideomycetes
ASV1141	k__Fungi;p__Ascomycota
ASV1142	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
ASV1143	k__;p__;c__;o__;f__;g__;s__
ASV1144	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1145	k__;p__;c__;o__;f__;g__;s__
ASV1146	k__;p__;c__;o__;f__;g__;s__
ASV1147	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV1148	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV1149	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1150	k__;p__;c__;o__;f__;g__;s__
ASV1151	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV1152	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Neopyrenochaetaceae;g__Neopyrenochaeta;s__Neopyrenochaeta acicola
ASV1153	k__;p__;c__;o__;f__;g__;s__
ASV1154	k__;p__;c__;o__;f__;g__;s__
ASV1155	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala castellanii
ASV1156	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales
ASV1157	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1158	k__;p__;c__;o__;f__;g__;s__
ASV1159	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1160	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV1161	k__;p__;c__;o__;f__;g__;s__
ASV1162	k__;p__;c__;o__;f__;g__;s__
ASV1163	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula araucariae
ASV1164	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neodidymelliopsis;s__Neodidymelliopsis ranunculi
ASV1165	k__;p__;c__;o__;f__;g__;s__
ASV1166	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1167	k__;p__;c__;o__;f__;g__;s__
ASV1168	k__;p__;c__;o__;f__;g__;s__
ASV1169	k__Fungi;p__Ascomycota;c__Dothideomycetes
ASV1170	k__;p__;c__;o__;f__;g__;s__
ASV1171	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Neocucurbitaria;s__Neocucurbitaria keratinophila
ASV1172	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae
ASV1173	k__Fungi;p__Ascomycota;c__Lichinomycetes;o__Lichinales;f__Lichinaceae;g__Peccania;s__Peccania terricola
ASV1174	k__;p__;c__;o__;f__;g__;s__
ASV1175	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1176	k__;p__;c__;o__;f__;g__;s__
ASV1177	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium;s__Cystobasidium ritchiei
ASV1178	k__;p__;c__;o__;f__;g__;s__
ASV1179	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Sistotrema
ASV1180	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV1181	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1182	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1183	k__;p__;c__;o__;f__;g__;s__
ASV1184	k__;p__;c__;o__;f__;g__;s__
ASV1185	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium domesticum
ASV1186	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pseudotricharina
ASV1187	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1188	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1189	k__;p__;c__;o__;f__;g__;s__
ASV1190	k__Fungi;p__Ascomycota
ASV1191	k__;p__;c__;o__;f__;g__;s__
ASV1192	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1193	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Devriesia
ASV1194	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
ASV1195	k__;p__;c__;o__;f__;g__;s__
ASV1196	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__;g__Acremonium;s__Acremonium masseei
ASV1197	k__;p__;c__;o__;f__;g__;s__
ASV1198	k__Fungi;p__Ascomycota;c__Arthoniomycetes
ASV1199	k__Fungi;p__Ascomycota;c__Lecanoromycetes
ASV1200	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma
ASV1201	k__Fungi;p__Ascomycota
ASV1202	k__Fungi;p__Ascomycota
ASV1204	k__;p__;c__;o__;f__;g__;s__
ASV1205	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
ASV1207	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1208	k__;p__;c__;o__;f__;g__;s__
ASV1209	k__;p__;c__;o__;f__;g__;s__
ASV1210	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1211	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Savoryellales
ASV1212	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria
ASV1213	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae
ASV1214	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__Aureobasidium pullulans
ASV1215	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV1216	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1217	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Friedmanniomyces;s__Friedmanniomyces endolithicus
ASV1218	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1219	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Cephalothecaceae;g__Phialemonium;s__Phialemonium dimorphosporum
ASV1220	k__Fungi;p__Ascomycota
ASV1221	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1222	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV1223	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV1224	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sporormia
ASV1225	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Microdochium;s__Microdochium bolleyi
ASV1226	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV1227	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__Cyberlindnera jadinii
ASV1228	k__;p__;c__;o__;f__;g__;s__
ASV1229	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Rhizoplaca
ASV1230	k__;p__;c__;o__;f__;g__;s__
ASV1231	k__;p__;c__;o__;f__;g__;s__
ASV1232	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
ASV1233	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Westerdykella;s__Westerdykella centenaria
ASV1234	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Chaetosphaeronema
ASV1235	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Simplicillium;s__Simplicillium lanosoniveum
ASV1236	k__;p__;c__;o__;f__;g__;s__
ASV1237	k__;p__;c__;o__;f__;g__;s__
ASV1238	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV1239	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
ASV1240	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium concentricum
ASV1241	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV1242	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala castellanii
ASV1243	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Orbilia
ASV1244	k__Fungi;p__Ascomycota
ASV1245	k__;p__;c__;o__;f__;g__;s__
ASV1246	k__Fungi;p__Ascomycota
ASV1247	k__Fungi;p__Ascomycota;c__Sordariomycetes
ASV1248	k__Fungi;p__Basidiomycota;c__Tremellomycetes
ASV1249	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1250	k__;p__;c__;o__;f__;g__;s__
ASV1251	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium
ASV1252	k__;p__;c__;o__;f__;g__;s__
ASV1253	k__;p__;c__;o__;f__;g__;s__
ASV1254	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium mali
ASV1255	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1256	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV1257	k__;p__;c__;o__;f__;g__;s__
ASV1258	k__;p__;c__;o__;f__;g__;s__
ASV1259	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Ramalinaceae;g__Bacidina;s__Bacidina ramea
ASV1260	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium aphidis
ASV1261	k__;p__;c__;o__;f__;g__;s__
ASV1262	k__;p__;c__;o__;f__;g__;s__
ASV1263	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Burgoa;s__Burgoa verzuoliana
ASV1264	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Sirobasidiaceae
ASV1265	k__;p__;c__;o__;f__;g__;s__
ASV1266	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1267	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius fragrantissimus
ASV1268	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraloratospora;s__Paraloratospora gahniae
ASV1269	k__;p__;c__;o__;f__;g__;s__
ASV1270	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV1271	k__;p__;c__;o__;f__;g__;s__
ASV1272	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
ASV1273	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV1274	k__Fungi;p__Ascomycota
ASV1275	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;s__Knufia marmoricola
ASV1277	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
ASV1278	k__;p__;c__;o__;f__;g__;s__
ASV1279	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe brasiliensis
ASV1280	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1281	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria
ASV1282	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora
ASV1283	k__;p__;c__;o__;f__;g__;s__
ASV1284	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor
ASV1285	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV1286	k__;p__;c__;o__;f__;g__;s__
ASV1287	k__Fungi;p__Ascomycota
ASV1288	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium irritans
ASV1289	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Neurospora;s__Neurospora crassa
ASV1290	k__;p__;c__;o__;f__;g__;s__
ASV1291	k__Fungi;p__Ascomycota
ASV1292	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma
ASV1293	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae
ASV1294	k__;p__;c__;o__;f__;g__;s__
ASV1295	k__;p__;c__;o__;f__;g__;s__
ASV1296	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales
ASV1297	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma
ASV1298	k__;p__;c__;o__;f__;g__;s__
ASV1299	k__;p__;c__;o__;f__;g__;s__
ASV1300	k__;p__;c__;o__;f__;g__;s__
ASV1301	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Biatriosporaceae;g__Biatriospora
ASV1302	k__;p__;c__;o__;f__;g__;s__
ASV1303	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
ASV1304	k__;p__;c__;o__;f__;g__;s__
ASV1305	k__;p__;c__;o__;f__;g__;s__
ASV1306	k__;p__;c__;o__;f__;g__;s__
ASV1307	k__;p__;c__;o__;f__;g__;s__
ASV1308	k__;p__;c__;o__;f__;g__;s__
ASV1309	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Collariella;s__Collariella causiiformis
ASV1310	k__;p__;c__;o__;f__;g__;s__
ASV1311	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Ploettnerulaceae;g__Cadophora;s__Cadophora domestica
ASV1312	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Furcasterigmium;s__Furcasterigmium furcatum
ASV1313	k__;p__;c__;o__;f__;g__;s__
ASV1314	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV1315	k__;p__;c__;o__;f__;g__;s__
ASV1316	k__;p__;c__;o__;f__;g__;s__
ASV1317	k__;p__;c__;o__;f__;g__;s__
ASV1318	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__Ascobolus
ASV1319	k__Fungi;p__Ascomycota;c__Dothideomycetes
ASV1320	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Massarina;s__Massarina papulosa
ASV1321	k__Fungi;p__Ascomycota
ASV1322	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Bezerromycetales;f__Bezerromycetaceae;g__Bezerromyces
ASV1323	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae
ASV1324	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria sinensis
ASV1325	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1326	k__;p__;c__;o__;f__;g__;s__
ASV1327	k__;p__;c__;o__;f__;g__;s__
ASV1328	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma
ASV1329	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Didymosphaeria;s__Didymosphaeria variabile
ASV1330	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
ASV1331	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1332	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;g__Kwoniella;s__Kwoniella mangrovensis
ASV1333	k__Fungi;p__Ascomycota
ASV1334	k__Fungi;p__;c__;o__;f__;g__;s__
ASV1335	k__;p__;c__;o__;f__;g__;s__
ASV1336	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma
ASV1337	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV1338	k__;p__;c__;o__;f__;g__;s__
ASV1339	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV1340	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Oedocephalum
ASV1341	k__;p__;c__;o__;f__;g__;s__
ASV1342	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae
ASV1343	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Amorosiaceae;g__Angustimassarina;s__Angustimassarina acerina
ASV1344	k__;p__;c__;o__;f__;g__;s__
ASV1345	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Tremella
ASV1346	k__;p__;c__;o__;f__;g__;s__
